id,score,p_yes,p_no,language,label
55889,0.03,0.03,0.97,Spanish,0
52046,0.02,0.02,0.98,Spanish,0
46689,0.03,0.03,0.97,Spanish,0
53371,0.03,0.03,0.97,Spanish,0
49286,0.55,0.55,0.45,Spanish,1
57494,0.2,0.2,0.8,Spanish,0
34706,0.05,0.05,0.95,Spanish,0
36830,0.08,0.08,0.92,Spanish,0
50303,0.03,0.03,0.97,Spanish,0
44739,0.02,0.02,0.98,Spanish,0
59478,0.02,0.02,0.98,Spanish,0
32034,0.6,0.6,0.4,Spanish,0
55495,0.45,0.45,0.55,Spanish,1
56767,0.85,0.85,0.15,Spanish,1
46148,0.25,0.25,0.75,Spanish,0
56088,0.55,0.55,0.45,Spanish,1
44509,0.7,0.7,0.3,Spanish,0
45491,0.03,0.03,0.97,Spanish,0
32718,0.02,0.02,0.98,Spanish,0
56406,0.1,0.1,0.9,Spanish,0
34028,0.05,0.05,0.95,Spanish,0
41061,0.03,0.03,0.97,Spanish,0
47005,0.85,0.85,0.15,Spanish,1
49806,0.02,0.02,0.98,Spanish,0
53786,0.02,0.02,0.98,Spanish,0
55558,0.35,0.35,0.65,Spanish,0
38634,0.85,0.85,0.15,Spanish,1
38863,0.02,0.02,0.98,Spanish,0
41815,0.02,0.02,0.98,Spanish,0
35040,0.03,0.03,0.97,Spanish,0
48602,0.03,0.03,0.97,Spanish,0
37652,0.02,0.02,0.98,Spanish,0
46398,0.7,0.7,0.3,Spanish,0
37827,0.05,0.05,0.95,Spanish,0
44697,0.02,0.02,0.98,Spanish,0
58683,0.03,0.03,0.97,Spanish,0
47268,0.02,0.02,0.98,Spanish,0
43191,0.02,0.02,0.98,Spanish,0
45852,0.02,0.02,0.98,Spanish,0
30536,0.03,0.03,0.97,Spanish,0
34084,0.03,0.03,0.97,Spanish,0
45099,0.02,0.02,0.98,Spanish,0
55143,0.03,0.03,0.97,Spanish,0
41497,0.6,0.6,0.4,Spanish,1
43637,0.02,0.02,0.98,Spanish,0
47427,0.03,0.03,0.97,Spanish,0
46635,0.02,0.02,0.98,Spanish,0
55700,0.03,0.03,0.97,Spanish,0
50771,0.3,0.3,0.7,Spanish,1
35954,0.03,0.03,0.97,Spanish,0
47077,0.05,0.05,0.95,Spanish,0
54722,0.05,0.05,0.95,Spanish,0
39938,0.02,0.02,0.98,Spanish,0
47866,0.02,0.02,0.98,Spanish,0
52654,0.02,0.02,0.98,Spanish,0
32595,0.02,0.02,0.98,Spanish,0
53424,0.55,0.55,0.45,Spanish,1
50255,0.75,0.75,0.25,Spanish,1
39502,0.92,0.92,0.08,Spanish,1
56820,0.15,0.15,0.85,Spanish,0
35697,0.7,0.7,0.3,Spanish,0
34851,0.3,0.3,0.7,Spanish,0
49797,0.03,0.03,0.97,Spanish,0
40859,0.03,0.03,0.97,Spanish,0
44323,0.55,0.55,0.45,Spanish,1
42102,0.03,0.03,0.97,Spanish,0
35227,0.02,0.02,0.98,Spanish,0
46745,0.3,0.3,0.7,Spanish,0
49425,0.8,0.8,0.2,Spanish,1
32350,0.05,0.05,0.95,Spanish,0
39538,0.1,0.1,0.9,Spanish,0
50252,0.35,0.35,0.65,Spanish,1
55609,0.45,0.45,0.55,Spanish,1
51507,0.02,0.02,0.98,Spanish,0
52552,0.85,0.85,0.15,Spanish,1
52948,0.92,0.92,0.08,Spanish,1
46539,0.05,0.05,0.95,Spanish,0
31662,0.03,0.03,0.97,Spanish,0
59461,0.02,0.02,0.98,Spanish,0
30409,0.02,0.02,0.98,Spanish,0
37886,0.02,0.02,0.98,Spanish,0
30748,0.03,0.03,0.97,Spanish,0
29232,0.02,0.02,0.98,Spanish,0
28283,0.02,0.02,0.98,Spanish,0
17791,0.03,0.03,0.97,Spanish,0
25528,0.05,0.05,0.95,Spanish,0
17128,0.02,0.02,0.98,Spanish,0
16744,0.02,0.02,0.98,Spanish,0
22305,0.03,0.03,0.97,Spanish,0
19866,0.05,0.05,0.95,Spanish,0
24559,0.02,0.02,0.98,Spanish,0
19862,0.03,0.03,0.97,Spanish,0
24102,0.02,0.02,0.98,Spanish,0
26285,0.03,0.03,0.97,Spanish,0
20453,0.02,0.02,0.98,Spanish,0
27791,0.12,0.12,0.88,Spanish,0
21292,0.02,0.02,0.98,Spanish,0
19829,0.02,0.02,0.98,Spanish,0
24822,0.03,0.03,0.97,Spanish,0
15014,0.03,0.03,0.97,Spanish,0
20888,0.02,0.02,0.98,Spanish,0
23744,0.72,0.72,0.28,Spanish,1
18474,0.02,0.02,0.98,Spanish,0
19870,0.15,0.15,0.85,Spanish,0
25441,0.02,0.02,0.98,Spanish,0
23317,0.05,0.05,0.95,Spanish,0
26067,0.03,0.03,0.97,Spanish,0
26131,0.04,0.04,0.96,Spanish,0
26356,0.02,0.02,0.98,Spanish,0
16921,0.06,0.06,0.94,Spanish,0
24050,0.02,0.02,0.98,Spanish,0
18434,0.82,0.82,0.18,Spanish,1
25678,0.02,0.02,0.98,Spanish,0
19793,0.04,0.04,0.96,Spanish,0
24113,0.03,0.03,0.97,Spanish,0
29425,0.02,0.02,0.98,Spanish,0
25796,0.02,0.02,0.98,Spanish,0
29930,0.02,0.02,0.98,Spanish,0
23546,0.02,0.02,0.98,Spanish,0
27304,0.02,0.02,0.98,Spanish,0
16957,0.03,0.03,0.97,Spanish,0
24659,0.02,0.02,0.98,Spanish,0
21462,0.55,0.55,0.45,Spanish,0
25286,0.02,0.02,0.98,Spanish,0
25365,0.02,0.02,0.98,Spanish,0
15817,0.08,0.08,0.92,Spanish,0
26432,0.02,0.02,0.98,Spanish,0
15741,0.06,0.06,0.94,Spanish,0
20942,0.03,0.03,0.97,Spanish,0
15621,0.02,0.02,0.98,Spanish,0
15221,0.02,0.02,0.98,Spanish,0
29178,0.02,0.02,0.98,Spanish,0
21087,0.02,0.02,0.98,Spanish,0
20152,0.03,0.03,0.97,Spanish,0
24385,0.04,0.04,0.96,Spanish,0
22120,0.02,0.02,0.98,Spanish,0
29681,0.02,0.02,0.98,Spanish,0
18617,0.08,0.08,0.92,Spanish,0
26287,0.03,0.03,0.97,Spanish,0
18323,0.02,0.02,0.98,Spanish,0
25304,0.02,0.02,0.98,Spanish,0
16047,0.03,0.03,0.97,Spanish,0
17030,0.03,0.03,0.97,Spanish,0
25254,0.02,0.02,0.98,Spanish,0
29918,0.02,0.02,0.98,Spanish,0
27575,0.02,0.02,0.98,Spanish,0
17127,0.02,0.02,0.98,Spanish,0
28878,0.88,0.88,0.12,Spanish,1
16434,0.92,0.92,0.08,Spanish,1
17865,0.02,0.02,0.98,Spanish,0
16801,0.02,0.02,0.98,Spanish,0
23630,0.03,0.03,0.97,Spanish,0
25095,0.02,0.02,0.98,Spanish,0
24757,0.02,0.02,0.98,Spanish,0
18693,0.85,0.85,0.15,Spanish,1
28495,0.04,0.04,0.96,Spanish,0
23116,0.02,0.02,0.98,Spanish,0
27099,0.75,0.75,0.25,Spanish,1
17675,0.02,0.02,0.98,Spanish,0
27376,0.04,0.04,0.96,Spanish,0
16821,0.03,0.03,0.97,Spanish,0
20117,0.08,0.08,0.92,Spanish,0
23861,0.88,0.88,0.12,Spanish,1
23289,0.55,0.55,0.45,Spanish,0
19785,0.02,0.02,0.98,Spanish,0
27768,0.82,0.82,0.18,Spanish,1
21108,0.03,0.03,0.97,Spanish,0
17314,0.88,0.88,0.12,Spanish,1
23524,0.04,0.04,0.96,Spanish,0
22434,0.03,0.03,0.97,Spanish,0
19291,0.03,0.03,0.97,Spanish,0
20719,0.85,0.85,0.15,Spanish,1
18526,0.06,0.06,0.94,Spanish,0
29011,0.02,0.02,0.98,Spanish,0
18858,0.92,0.92,0.08,Spanish,1
16281,0.05,0.05,0.95,Spanish,0
16486,0.15,0.15,0.85,Spanish,0
19308,0.02,0.02,0.98,Spanish,0
16187,0.02,0.02,0.98,Spanish,0
24152,0.02,0.02,0.98,Spanish,0
21827,0.04,0.04,0.96,Spanish,0
19745,0.02,0.02,0.98,Spanish,0
74232,0.04,0.04,0.96,English,0
73283,0.02,0.02,0.98,English,0
62791,0.02,0.02,0.98,English,0
70528,0.92,0.92,0.08,English,1
62128,0.02,0.02,0.98,English,0
61744,0.02,0.02,0.98,English,0
67305,0.02,0.02,0.98,English,0
64866,0.02,0.02,0.98,English,0
69559,0.03,0.03,0.97,English,0
64862,0.04,0.04,0.96,English,0
69102,0.02,0.02,0.98,English,0
71285,0.02,0.02,0.98,English,0
65453,0.02,0.02,0.98,English,0
72791,0.03,0.03,0.97,English,0
66292,0.02,0.02,0.98,English,0
64829,0.02,0.02,0.98,English,0
69822,0.04,0.04,0.96,English,0
60014,0.9,0.9,0.1,English,1
65888,0.04,0.04,0.96,English,0
68744,0.04,0.04,0.96,English,0
63474,0.02,0.02,0.98,English,0
64870,0.02,0.02,0.98,English,0
70441,0.04,0.04,0.96,English,0
68317,0.03,0.03,0.97,English,0
71067,0.03,0.03,0.97,English,0
71131,0.02,0.02,0.98,English,0
71356,0.02,0.02,0.98,English,0
61921,0.02,0.02,0.98,English,0
69050,0.02,0.02,0.98,English,0
63434,0.02,0.02,0.98,English,0
70678,0.05,0.05,0.95,English,0
64793,0.15,0.15,0.85,English,0
69113,0.02,0.02,0.98,English,0
74425,0.02,0.02,0.98,English,0
70796,0.55,0.55,0.45,English,0
74930,0.02,0.02,0.98,English,0
68546,0.02,0.02,0.98,English,0
72304,0.03,0.03,0.97,English,0
61957,0.02,0.02,0.98,English,0
69659,0.04,0.04,0.96,English,0
66462,0.92,0.92,0.08,English,1
70286,0.04,0.04,0.96,English,0
70365,0.02,0.02,0.98,English,0
60817,0.02,0.02,0.98,English,0
71432,0.02,0.02,0.98,English,0
60741,0.02,0.02,0.98,English,0
65942,0.02,0.02,0.98,English,0
60621,0.04,0.04,0.96,English,0
60221,0.04,0.04,0.96,English,0
74178,0.04,0.04,0.96,English,0
66087,0.02,0.02,0.98,English,0
65152,0.02,0.02,0.98,English,0
69385,0.02,0.02,0.98,English,0
67120,0.02,0.02,0.98,English,0
74681,0.02,0.02,0.98,English,0
63617,0.03,0.03,0.97,English,0
71287,0.02,0.02,0.98,English,0
63323,0.02,0.02,0.98,English,0
70304,0.02,0.02,0.98,English,0
61047,0.02,0.02,0.98,English,0
62030,0.02,0.02,0.98,English,0
70254,0.02,0.02,0.98,English,0
74918,0.02,0.02,0.98,English,0
72575,0.2,0.2,0.8,English,0
62127,0.02,0.02,0.98,English,0
73878,0.02,0.02,0.98,English,0
61434,0.02,0.02,0.98,English,0
62865,0.02,0.02,0.98,English,0
61801,0.02,0.02,0.98,English,0
68630,0.04,0.04,0.96,English,0
70095,0.04,0.04,0.96,English,0
69757,0.02,0.02,0.98,English,0
68861,0.02,0.02,0.98,English,0
68289,0.03,0.03,0.97,English,0
64785,0.02,0.02,0.98,English,0
72768,0.04,0.04,0.96,English,0
66108,0.02,0.02,0.98,English,0
62314,0.02,0.02,0.98,English,0
68524,0.95,0.95,0.05,English,1
67434,0.02,0.02,0.98,English,0
64291,0.02,0.02,0.98,English,0
65719,0.8,0.8,0.2,English,1
63526,0.02,0.02,0.98,English,0
74011,0.02,0.02,0.98,English,0
63858,0.03,0.03,0.97,English,0
61281,0.02,0.02,0.98,English,0
61486,0.02,0.02,0.98,English,0
64308,0.04,0.04,0.96,English,0
61187,0.04,0.04,0.96,English,0
69152,0.12,0.12,0.88,English,0
66827,0.02,0.02,0.98,English,0
64745,0.02,0.02,0.98,English,0
63693,0.04,0.04,0.96,English,0
73495,0.15,0.15,0.85,English,0
68116,0.04,0.04,0.96,English,0
72099,0.02,0.02,0.98,English,0
62675,0.02,0.02,0.98,English,0
72376,0.04,0.04,0.96,English,0
61821,0.02,0.02,0.98,English,0
65117,0.92,0.92,0.08,English,1
95872,0.03,0.03,0.97,Dutch,0
102472,0.05,0.05,0.95,Dutch,0
92704,0.1,0.1,0.9,Dutch,0
99824,0.02,0.02,0.98,Dutch,0
91086,0.02,0.02,0.98,Dutch,0
94896,0.01,0.01,0.99,Dutch,0
90357,0.08,0.08,0.92,Dutch,0
101156,0.03,0.03,0.97,Dutch,0
103918,0.01,0.01,0.99,Dutch,0
99737,0.12,0.12,0.88,Dutch,0
97336,0.02,0.02,0.98,Dutch,0
102572,0.85,0.85,0.15,Dutch,1
98957,0.01,0.01,0.99,Dutch,0
100549,0.02,0.02,0.98,Dutch,0
98511,0.03,0.03,0.97,Dutch,0
92315,0.02,0.02,0.98,Dutch,0
98460,0.02,0.02,0.98,Dutch,0
103467,0.9,0.9,0.1,Dutch,1
93996,0.02,0.02,0.98,Dutch,0
95098,0.55,0.55,0.45,Dutch,1
95306,0.15,0.15,0.85,Dutch,0
104984,0.03,0.03,0.97,Dutch,0
104651,0.04,0.04,0.96,Dutch,0
101471,0.02,0.02,0.98,Dutch,0
102271,0.01,0.01,0.99,Dutch,0
92955,0.03,0.03,0.97,Dutch,0
95985,0.01,0.01,0.99,Dutch,0
96347,0.02,0.02,0.98,Dutch,0
103750,0.15,0.15,0.85,Dutch,0
103459,0.01,0.01,0.99,Dutch,0
98136,0.04,0.04,0.96,Dutch,0
96436,0.02,0.02,0.98,Dutch,0
100110,0.93,0.93,0.07,Dutch,1
98065,0.15,0.15,0.85,Dutch,0
96330,0.03,0.03,0.97,Dutch,0
97228,0.06,0.06,0.94,Dutch,0
102455,0.02,0.02,0.98,Dutch,0
103781,0.15,0.15,0.85,Dutch,0
102985,0.01,0.01,0.99,Dutch,0
90872,0.02,0.02,0.98,Dutch,0
104609,0.7,0.7,0.3,Dutch,0
97770,0.02,0.02,0.98,Dutch,0
94191,0.02,0.02,0.98,Dutch,0
97205,0.72,0.72,0.28,Dutch,1
96913,0.9,0.9,0.1,Dutch,1
101355,0.02,0.02,0.98,Dutch,0
97319,0.02,0.02,0.98,Dutch,0
98641,0.03,0.03,0.97,Dutch,0
90558,0.02,0.02,0.98,Dutch,0
91315,0.02,0.02,0.98,Dutch,0
100836,0.01,0.01,0.99,Dutch,0
103157,0.01,0.01,0.99,Dutch,0
104819,0.02,0.02,0.98,Dutch,0
95013,0.01,0.01,0.99,Dutch,0
91208,0.02,0.02,0.98,Dutch,0
94128,0.3,0.3,0.7,Dutch,0
94667,0.01,0.01,0.99,Dutch,0
96113,0.02,0.02,0.98,Dutch,0
92924,0.7,0.7,0.3,Dutch,1
101618,0.01,0.01,0.99,Dutch,0
96225,0.01,0.01,0.99,Dutch,0
90036,0.02,0.02,0.98,Dutch,0
91670,0.05,0.05,0.95,Dutch,0
97289,0.75,0.75,0.25,Dutch,0
100074,0.01,0.01,0.99,Dutch,0
104367,0.02,0.02,0.98,Dutch,0
104981,0.1,0.1,0.9,Dutch,0
102969,0.01,0.01,0.99,Dutch,0
103752,0.65,0.65,0.35,Dutch,0
104543,0.01,0.01,0.99,Dutch,0
102635,0.06,0.06,0.94,Dutch,0
103414,0.92,0.92,0.08,Dutch,1
102667,0.2,0.2,0.8,Dutch,0
91614,0.01,0.01,0.99,Dutch,0
101028,0.01,0.01,0.99,Dutch,0
97197,0.12,0.12,0.88,Dutch,0
99804,0.82,0.82,0.18,Dutch,1
96735,0.01,0.01,0.99,Dutch,0
95460,0.03,0.03,0.97,Dutch,0
96399,0.01,0.01,0.99,Dutch,0
101601,0.01,0.01,0.99,Dutch,0
98425,0.06,0.06,0.94,Dutch,0
98163,0.02,0.02,0.98,Dutch,0
94754,0.02,0.02,0.98,Dutch,0
90096,0.1,0.1,0.9,Dutch,0
95955,0.01,0.01,0.99,Dutch,0
102581,0.03,0.03,0.97,Dutch,0
91758,0.03,0.03,0.97,Dutch,0
104901,0.01,0.01,0.99,Dutch,0
101295,0.04,0.04,0.96,Dutch,0
104744,0.01,0.01,0.99,Dutch,0
94420,0.88,0.88,0.12,Dutch,1
103925,0.01,0.01,0.99,Dutch,0
98159,0.01,0.01,0.99,Dutch,0
92922,0.01,0.01,0.99,Dutch,0
93265,0.01,0.01,0.99,Dutch,0
91112,0.01,0.01,0.99,Dutch,0
104158,0.01,0.01,0.99,Dutch,0
103383,0.02,0.02,0.98,Dutch,0
97248,0.92,0.92,0.08,Dutch,1
80872,0.15,0.15,0.85,Dutch,0
87472,0.02,0.02,0.98,Dutch,0
77704,0.02,0.02,0.98,Dutch,0
84824,0.05,0.05,0.95,Dutch,0
76086,0.02,0.02,0.98,Dutch,0
79896,0.02,0.02,0.98,Dutch,0
75357,0.25,0.25,0.75,Dutch,0
86156,0.15,0.15,0.85,Dutch,0
88918,0.03,0.03,0.97,Dutch,0
84737,0.12,0.12,0.88,Dutch,0
82336,0.02,0.02,0.98,Dutch,0
87572,0.02,0.02,0.98,Dutch,0
83957,0.05,0.05,0.95,Dutch,0
85549,0.05,0.05,0.95,Dutch,0
83511,0.02,0.02,0.98,Dutch,0
77315,0.04,0.04,0.96,Dutch,0
83460,0.02,0.02,0.98,Dutch,0
88467,0.02,0.02,0.98,Dutch,0
78996,0.2,0.2,0.8,Dutch,0
80098,0.02,0.02,0.98,Dutch,0
80306,0.55,0.55,0.45,Dutch,0
89984,0.15,0.15,0.85,Dutch,0
89651,0.03,0.03,0.97,Dutch,0
86471,0.02,0.02,0.98,Dutch,0
87271,0.02,0.02,0.98,Dutch,0
77955,0.15,0.15,0.85,Dutch,0
80985,0.02,0.02,0.98,Dutch,0
81347,0.02,0.02,0.98,Dutch,0
88750,0.03,0.03,0.97,Dutch,0
88459,0.02,0.02,0.98,Dutch,0
83136,0.02,0.02,0.98,Dutch,0
81436,0.02,0.02,0.98,Dutch,0
85110,0.02,0.02,0.98,Dutch,0
83065,0.02,0.02,0.98,Dutch,0
81330,0.04,0.04,0.96,Dutch,0
82228,0.02,0.02,0.98,Dutch,0
87455,0.02,0.02,0.98,Dutch,0
88781,0.02,0.02,0.98,Dutch,0
87985,0.03,0.03,0.97,Dutch,0
75872,0.82,0.82,0.18,Dutch,0
89609,0.02,0.02,0.98,Dutch,0
82770,0.02,0.02,0.98,Dutch,0
79191,0.88,0.88,0.12,Dutch,0
82205,0.2,0.2,0.8,Dutch,0
81913,0.04,0.04,0.96,Dutch,0
86355,0.02,0.02,0.98,Dutch,0
82319,0.03,0.03,0.97,Dutch,0
83641,0.02,0.02,0.98,Dutch,0
75558,0.06,0.06,0.94,Dutch,0
76315,0.05,0.05,0.95,Dutch,0
85836,0.02,0.02,0.98,Dutch,0
88157,0.75,0.75,0.25,Dutch,0
89819,0.02,0.02,0.98,Dutch,0
80013,0.02,0.02,0.98,Dutch,0
76208,0.02,0.02,0.98,Dutch,0
79128,0.7,0.7,0.3,Dutch,1
79667,0.1,0.1,0.9,Dutch,0
81113,0.02,0.02,0.98,Dutch,0
77924,0.85,0.85,0.15,Dutch,0
86618,0.02,0.02,0.98,Dutch,0
81225,0.02,0.02,0.98,Dutch,0
75036,0.02,0.02,0.98,Dutch,0
76670,0.02,0.02,0.98,Dutch,0
82289,0.02,0.02,0.98,Dutch,0
85074,0.45,0.45,0.55,Dutch,0
89367,0.02,0.02,0.98,Dutch,0
89981,0.02,0.02,0.98,Dutch,0
87969,0.72,0.72,0.28,Dutch,0
88752,0.02,0.02,0.98,Dutch,0
89543,0.35,0.35,0.65,Dutch,0
87635,0.05,0.05,0.95,Dutch,0
88414,0.03,0.03,0.97,Dutch,0
87667,0.03,0.03,0.97,Dutch,0
76614,0.02,0.02,0.98,Dutch,0
86028,0.92,0.92,0.08,Dutch,1
82197,0.04,0.04,0.96,Dutch,0
84804,0.1,0.1,0.9,Dutch,0
81735,0.05,0.05,0.95,Dutch,0
80460,0.12,0.12,0.88,Dutch,0
81399,0.02,0.02,0.98,Dutch,0
86601,0.06,0.06,0.94,Dutch,0
83425,0.3,0.3,0.7,Dutch,0
83163,0.03,0.03,0.97,Dutch,0
79754,0.02,0.02,0.98,Dutch,0
75096,0.02,0.02,0.98,Dutch,0
80955,0.02,0.02,0.98,Dutch,0
87581,0.02,0.02,0.98,Dutch,0
76758,0.02,0.02,0.98,Dutch,0
89901,0.02,0.02,0.98,Dutch,0
86295,0.9,0.9,0.1,Dutch,1
89744,0.03,0.03,0.97,Dutch,0
79420,0.02,0.02,0.98,Dutch,0
88925,0.05,0.05,0.95,Dutch,0
83159,0.05,0.05,0.95,Dutch,0
77922,0.02,0.02,0.98,Dutch,0
78265,0.9,0.9,0.1,Dutch,1
76112,0.02,0.02,0.98,Dutch,0
89158,0.06,0.06,0.94,Dutch,0
88383,0.92,0.92,0.08,Dutch,1
82248,0.92,0.92,0.08,Dutch,1
5872,0.03,0.03,0.97,Danish,0
12472,0.02,0.02,0.98,Danish,0
2704,0.03,0.03,0.97,Danish,0
9824,0.02,0.02,0.98,Danish,0
1086,0.03,0.03,0.97,Danish,0
4896,0.02,0.02,0.98,Danish,0
357,0.02,0.02,0.98,Danish,0
11156,0.02,0.02,0.98,Danish,0
13918,0.08,0.08,0.92,Danish,0
9737,0.05,0.05,0.95,Danish,0
7336,0.03,0.03,0.97,Danish,0
12572,0.03,0.03,0.97,Danish,0
8957,0.02,0.02,0.98,Danish,0
10549,0.45,0.45,0.55,Danish,0
8511,0.02,0.02,0.98,Danish,0
2315,0.95,0.95,0.05,Danish,1
8460,0.02,0.02,0.98,Danish,0
13467,0.03,0.03,0.97,Danish,0
3996,0.03,0.03,0.97,Danish,0
5098,0.03,0.03,0.97,Danish,0
5306,0.03,0.03,0.97,Danish,0
14984,0.02,0.02,0.98,Danish,0
14651,0.92,0.92,0.08,Danish,1
11471,0.35,0.35,0.65,Danish,0
12271,0.95,0.95,0.05,Danish,1
2955,0.03,0.03,0.97,Danish,0
5985,0.02,0.02,0.98,Danish,0
6347,0.03,0.03,0.97,Danish,0
13750,0.02,0.02,0.98,Danish,0
13459,0.02,0.02,0.98,Danish,0
8136,0.02,0.02,0.98,Danish,0
6436,0.92,0.92,0.08,Danish,1
10110,0.02,0.02,0.98,Danish,0
8065,0.02,0.02,0.98,Danish,0
6330,0.02,0.02,0.98,Danish,0
7228,0.02,0.02,0.98,Danish,0
12455,0.25,0.25,0.75,Danish,0
13781,0.95,0.95,0.05,Danish,1
12985,0.02,0.02,0.98,Danish,0
872,0.02,0.02,0.98,Danish,0
14609,0.02,0.02,0.98,Danish,0
7770,0.02,0.02,0.98,Danish,0
4191,0.02,0.02,0.98,Danish,0
7205,0.05,0.05,0.95,Danish,0
6913,0.02,0.02,0.98,Danish,0
11355,0.02,0.02,0.98,Danish,0
7319,0.02,0.02,0.98,Danish,0
8641,0.02,0.02,0.98,Danish,0
558,0.04,0.04,0.96,Danish,0
1315,0.02,0.02,0.98,Danish,0
10836,0.02,0.02,0.98,Danish,0
13157,0.02,0.02,0.98,Danish,0
14819,0.03,0.03,0.97,Danish,0
5013,0.03,0.03,0.97,Danish,0
1208,0.03,0.03,0.97,Danish,0
4128,0.15,0.15,0.85,Danish,0
4667,0.03,0.03,0.97,Danish,0
6113,0.02,0.02,0.98,Danish,0
2924,0.08,0.08,0.92,Danish,0
11618,0.02,0.02,0.98,Danish,0
6225,0.9,0.9,0.1,Danish,1
36,0.02,0.02,0.98,Danish,0
1670,0.02,0.02,0.98,Danish,0
7289,0.95,0.95,0.05,Danish,1
10074,0.93,0.93,0.07,Danish,1
14367,0.02,0.02,0.98,Danish,0
14981,0.02,0.02,0.98,Danish,0
12969,0.82,0.82,0.18,Danish,1
13752,0.03,0.03,0.97,Danish,0
14543,0.92,0.92,0.08,Danish,1
12635,0.02,0.02,0.98,Danish,0
13414,0.92,0.92,0.08,Danish,1
12667,0.02,0.02,0.98,Danish,0
1614,0.93,0.93,0.07,Danish,1
11028,0.12,0.12,0.88,Danish,0
7197,0.03,0.03,0.97,Danish,0
9804,0.02,0.02,0.98,Danish,0
6735,0.08,0.08,0.92,Danish,0
5460,0.03,0.03,0.97,Danish,0
6399,0.92,0.92,0.08,Danish,1
11601,0.02,0.02,0.98,Danish,0
8425,0.02,0.02,0.98,Danish,0
8163,0.02,0.02,0.98,Danish,0
4754,0.03,0.03,0.97,Danish,0
96,0.03,0.03,0.97,Danish,0
5955,0.02,0.02,0.98,Danish,0
12581,0.2,0.2,0.8,Danish,0
1758,0.02,0.02,0.98,Danish,0
14901,0.02,0.02,0.98,Danish,0
11295,0.02,0.02,0.98,Danish,0
14744,0.02,0.02,0.98,Danish,0
4420,0.02,0.02,0.98,Danish,0
13925,0.02,0.02,0.98,Danish,0
8159,0.82,0.82,0.18,Danish,1
2922,0.04,0.04,0.96,Danish,0
3265,0.02,0.02,0.98,Danish,0
1112,0.3,0.3,0.7,Danish,0
14158,0.02,0.02,0.98,Danish,0
13383,0.55,0.55,0.45,Danish,1
7248,0.02,0.02,0.98,Danish,0
42976,0.05,0.05,0.95,Spanish,0
31190,0.05,0.05,0.95,Spanish,0
32213,0.15,0.15,0.85,Spanish,1
53179,0.55,0.55,0.45,Spanish,1
58301,0.1,0.1,0.9,Spanish,1
43676,0.85,0.85,0.15,Spanish,1
31503,0.03,0.03,0.97,Spanish,0
52044,0.45,0.45,0.55,Spanish,0
51881,0.85,0.85,0.15,Spanish,1
53086,0.05,0.05,0.95,Spanish,0
43492,0.55,0.55,0.45,Spanish,0
34229,0.92,0.92,0.08,Spanish,1
39520,0.03,0.03,0.97,Spanish,0
41622,0.02,0.02,0.98,Spanish,0
57115,0.1,0.1,0.9,Spanish,1
36174,0.05,0.05,0.95,Spanish,0
31246,0.05,0.05,0.95,Spanish,0
42376,0.1,0.1,0.9,Spanish,0
59430,0.92,0.92,0.08,Spanish,1
42781,0.35,0.35,0.65,Spanish,0
57349,0.02,0.02,0.98,Spanish,0
30573,0.55,0.55,0.45,Spanish,1
38351,0.03,0.03,0.97,Spanish,0
53734,0.55,0.55,0.45,Spanish,1
55162,0.02,0.02,0.98,Spanish,0
41574,0.02,0.02,0.98,Spanish,0
32715,0.9,0.9,0.1,Spanish,1
59999,0.93,0.93,0.07,Spanish,1
35780,0.92,0.92,0.08,Spanish,1
59814,0.6,0.6,0.4,Spanish,1
44084,0.1,0.1,0.9,Spanish,0
54848,0.03,0.03,0.97,Spanish,0
49807,0.03,0.03,0.97,Spanish,0
57895,0.1,0.1,0.9,Spanish,0
32764,0.45,0.45,0.55,Spanish,1
47133,0.05,0.05,0.95,Spanish,0
55457,0.03,0.03,0.97,Spanish,0
33265,0.03,0.03,0.97,Spanish,0
54575,0.02,0.02,0.98,Spanish,0
36145,0.05,0.05,0.95,Spanish,0
39987,0.02,0.02,0.98,Spanish,0
39401,0.9,0.9,0.1,Spanish,1
44405,0.02,0.02,0.98,Spanish,0
48040,0.08,0.08,0.92,Spanish,0
30334,0.02,0.02,0.98,Spanish,0
36128,0.03,0.03,0.97,Spanish,0
58099,0.02,0.02,0.98,Spanish,0
35598,0.02,0.02,0.98,Spanish,0
39172,0.85,0.85,0.15,Spanish,1
56621,0.02,0.02,0.98,Spanish,0
45480,0.05,0.05,0.95,Spanish,0
36835,0.1,0.1,0.9,Spanish,0
55815,0.02,0.02,0.98,Spanish,0
35135,0.02,0.02,0.98,Spanish,0
57174,0.02,0.02,0.98,Spanish,0
38979,0.85,0.85,0.15,Spanish,1
44878,0.45,0.45,0.55,Spanish,1
58317,0.02,0.02,0.98,Spanish,0
42110,0.5,0.5,0.5,Spanish,1
50165,0.05,0.05,0.95,Spanish,0
54330,0.03,0.03,0.97,Spanish,0
35799,0.02,0.02,0.98,Spanish,0
36904,0.02,0.02,0.98,Spanish,0
56999,0.65,0.65,0.35,Spanish,0
53743,0.02,0.02,0.98,Spanish,0
50605,0.03,0.03,0.97,Spanish,0
37388,0.02,0.02,0.98,Spanish,0
41963,0.02,0.02,0.98,Spanish,0
52112,0.02,0.02,0.98,Spanish,0
41677,0.02,0.02,0.98,Spanish,0
52241,0.02,0.02,0.98,Spanish,0
54474,0.93,0.93,0.07,Spanish,1
